product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,user_id,user_name,review_id,review_title,review_content,img_link,product_link
P014,Shampoo,Snacks,344.69,405.52,15,2.0,580,This is a shampoo from the Snacks category.,U406,Ivy,R014,Would not recommend,One of the best I've used.,https://example.com/images/P014.jpg,https://blinkit.com/product/P014
P015,Butter,Dairy,285.13,316.81,10,4.2,142,This is a butter from the Dairy category.,U901,Jack,R015,Not bad,"It was okay, nothing special.",https://example.com/images/P015.jpg,https://blinkit.com/product/P015
P016,Orange Juice,Snacks,358.82,422.14,15,2.5,671,This is a orange juice from the Snacks category.,U105,Alice,R016,Superb,Really enjoyed this product.,https://example.com/images/P016.jpg,https://blinkit.com/product/P016
P017,Apple,Fruits & Vegetables,155.82,164.02,5,3.8,633,This is a apple from the Fruits & Vegetables category.,U425,Eve,R017,Loved it,One of the best I've used.,https://example.com/images/P017.jpg,https://blinkit.com/product/P017
P018,Apple,Snacks,143.92,179.9,20,3.9,188,This is a apple from the Snacks category.,U234,Grace,R018,Just okay,Really enjoyed this product.,https://example.com/images/P018.jpg,https://blinkit.com/product/P018
P019,Milk,Snacks,292.33,324.81,10,2.1,106,This is a milk from the Snacks category.,U369,Charlie,R019,Mediocre,Really enjoyed this product.,https://example.com/images/P019.jpg,https://blinkit.com/product/P019
P020,Tomato,Beverages,87.52,102.96,15,2.7,780,This is a tomato from the Beverages category.,U505,Frank,R020,Not bad,Disappointed with the quality.,https://example.com/images/P020.jpg,https://blinkit.com/product/P020
P021,Shampoo,Personal Care,69.65,81.94,15,1.7,440,This is a shampoo from the Personal Care category.,U201,Charlie,R021,Great product,Terrible experience.,https://example.com/images/P021.jpg,https://blinkit.com/product/P021
P022,Orange Juice,Bakery,390.1,487.62,20,4.5,703,This is a orange juice from the Bakery category.,U378,Ivy,R022,Mediocre,It's fine for the price.,https://example.com/images/P022.jpg,https://blinkit.com/product/P022
P023,Potato Chips,Bakery,52.95,70.6,25,3.6,207,This is a potato chips from the Bakery category.,U907,David,R023,Would not recommend,Disappointed with the quality.,https://example.com/images/P023.jpg,https://blinkit.com/product/P023
P024,Shampoo,Personal Care,243.04,347.2,30,3.1,34,This is a shampoo from the Personal Care category.,U199,Grace,R024,Would not recommend,Really enjoyed this product.,https://example.com/images/P024.jpg,https://blinkit.com/product/P024
P025,Apple,Beverages,364.4,404.89,10,2.0,902,This is a apple from the Beverages category.,U997,Ivy,R025,Great product,Highly recommend to others.,https://example.com/images/P025.jpg,https://blinkit.com/product/P025
P026,Potato Chips,Personal Care,350.05,411.82,15,2.4,679,This is a potato chips from the Personal Care category.,U118,Grace,R026,Loved it,It's fine for the price.,https://example.com/images/P026.jpg,https://blinkit.com/product/P026
P027,Potato Chips,Fruits & Vegetables,287.74,411.05,30,1.7,144,This is a potato chips from the Fruits & Vegetables category.,U385,Ivy,R027,Terrible,Absolutely amazing!,https://example.com/images/P027.jpg,https://blinkit.com/product/P027
P028,Shampoo,Bakery,126.36,140.4,10,4.8,604,This is a shampoo from the Bakery category.,U960,Hannah,R028,Superb,Highly recommend to others.,https://example.com/images/P028.jpg,https://blinkit.com/product/P028
P029,Apple,Dairy,393.96,492.45,20,2.2,81,This is a apple from the Dairy category.,U500,Eve,R029,Mediocre,"It was okay, nothing special.",https://example.com/images/P029.jpg,https://blinkit.com/product/P029
P030,Tomato,Bakery,253.09,337.45,25,2.7,721,This is a tomato from the Bakery category.,U517,Jack,R030,Not bad,One of the best I've used.,https://example.com/images/P030.jpg,https://blinkit.com/product/P030
P031,Apple,Bakery,104.89,139.85,25,3.9,699,This is a apple from the Bakery category.,U961,Charlie,R031,Great product,Really enjoyed this product.,https://example.com/images/P031.jpg,https://blinkit.com/product/P031
P032,Shampoo,Bakery,114.79,143.49,20,3.3,604,This is a shampoo from the Bakery category.,U571,Alice,R032,Great product,It's fine for the price.,https://example.com/images/P032.jpg,https://blinkit.com/product/P032
P033,Milk,Snacks,130.82,137.71,5,1.2,372,This is a milk from the Snacks category.,U764,Jack,R033,Superb,Could be better.,https://example.com/images/P033.jpg,https://blinkit.com/product/P033
P034,Biscuits,Fruits & Vegetables,403.84,475.11,15,1.2,225,This is a biscuits from the Fruits & Vegetables category.,U483,Frank,R034,Great product,Really enjoyed this product.,https://example.com/images/P034.jpg,https://blinkit.com/product/P034
P035,Bread,Snacks,325.34,406.68,20,1.3,49,This is a bread from the Snacks category.,U258,Eve,R035,Would not recommend,Exceeded my expectations.,https://example.com/images/P035.jpg,https://blinkit.com/product/P035
P036,Shampoo,Bakery,302.59,403.46,25,1.9,354,This is a shampoo from the Bakery category.,U962,Charlie,R036,Would not recommend,Exceeded my expectations.,https://example.com/images/P036.jpg,https://blinkit.com/product/P036
P037,Shampoo,Dairy,150.25,187.81,20,1.1,912,This is a shampoo from the Dairy category.,U666,David,R037,Terrible,Really enjoyed this product.,https://example.com/images/P037.jpg,https://blinkit.com/product/P037
P038,Bread,Beverages,183.47,244.63,25,2.8,610,This is a bread from the Beverages category.,U747,Alice,R038,Fantastic,It's fine for the price.,https://example.com/images/P038.jpg,https://blinkit.com/product/P038
P039,Biscuits,Beverages,85.55,122.21,30,2.0,443,This is a biscuits from the Beverages category.,U344,Ivy,R039,Terrible,Terrible experience.,https://example.com/images/P039.jpg,https://blinkit.com/product/P039
P040,Shampoo,Fruits & Vegetables,415.3,488.59,15,4.4,328,This is a shampoo from the Fruits & Vegetables category.,U349,Jack,R040,Terrible,Exceeded my expectations.,https://example.com/images/P040.jpg,https://blinkit.com/product/P040
P041,Potato Chips,Dairy,353.88,372.5,5,1.4,70,This is a potato chips from the Dairy category.,U421,Ivy,R041,Loved it,One of the best I've used.,https://example.com/images/P041.jpg,https://blinkit.com/product/P041
P042,Orange Juice,Personal Care,226.2,282.75,20,1.4,563,This is a orange juice from the Personal Care category.,U384,Grace,R042,Would not recommend,Terrible experience.,https://example.com/images/P042.jpg,https://blinkit.com/product/P042
P043,Orange Juice,Fruits & Vegetables,205.13,215.93,5,2.3,603,This is a orange juice from the Fruits & Vegetables category.,U200,Jack,R043,Terrible,"It was okay, nothing special.",https://example.com/images/P043.jpg,https://blinkit.com/product/P043
P044,Coke,Beverages,129.65,185.22,30,2.6,92,This is a coke from the Beverages category.,U917,David,R044,Would not recommend,"It was okay, nothing special.",https://example.com/images/P044.jpg,https://blinkit.com/product/P044
P045,Potato Chips,Dairy,352.09,440.11,20,3.8,265,This is a potato chips from the Dairy category.,U697,Jack,R045,Not bad,Exceeded my expectations.,https://example.com/images/P045.jpg,https://blinkit.com/product/P045
P046,Shampoo,Fruits & Vegetables,237.23,338.9,30,4.0,538,This is a shampoo from the Fruits & Vegetables category.,U687,Hannah,R046,Terrible,Terrible experience.,https://example.com/images/P046.jpg,https://blinkit.com/product/P046
P047,Coke,Bakery,55.82,69.78,20,2.8,965,This is a coke from the Bakery category.,U259,Alice,R047,Would not recommend,It's fine for the price.,https://example.com/images/P047.jpg,https://blinkit.com/product/P047
P048,Potato Chips,Dairy,163.78,233.97,30,1.2,617,This is a potato chips from the Dairy category.,U661,Hannah,R048,Just okay,One of the best I've used.,https://example.com/images/P048.jpg,https://blinkit.com/product/P048
P049,Apple,Beverages,126.43,168.57,25,5.0,258,This is a apple from the Beverages category.,U727,Ivy,R049,Excellent,Absolutely amazing!,https://example.com/images/P049.jpg,https://blinkit.com/product/P049
P050,Milk,Snacks,335.03,352.66,5,4.7,932,This is a milk from the Snacks category.,U735,Bob,R050,Great product,Absolutely amazing!,https://example.com/images/P050.jpg,https://blinkit.com/product/P050
P051,Coke,Dairy,165.53,220.71,25,1.7,459,This is a coke from the Dairy category.,U346,Hannah,R051,Fantastic,Exceeded my expectations.,https://example.com/images/P051.jpg,https://blinkit.com/product/P051
P052,Butter,Beverages,260.42,372.03,30,2.4,596,This is a butter from the Beverages category.,U340,Grace,R052,Great product,Could be better.,https://example.com/images/P052.jpg,https://blinkit.com/product/P052
P053,Milk,Personal Care,147.72,155.5,5,4.1,493,This is a milk from the Personal Care category.,U502,Charlie,R053,Would not recommend,It's fine for the price.,https://example.com/images/P053.jpg,https://blinkit.com/product/P053
P054,Tomato,Personal Care,37.3,53.29,30,4.1,323,This is a tomato from the Personal Care category.,U734,Grace,R054,Just okay,Terrible experience.,https://example.com/images/P054.jpg,https://blinkit.com/product/P054
P055,Coke,Bakery,202.73,253.41,20,5.0,465,This is a coke from the Bakery category.,U463,Bob,R055,Not bad,It's fine for the price.,https://example.com/images/P055.jpg,https://blinkit.com/product/P055
P056,Bread,Bakery,208.78,298.26,30,4.5,833,This is a bread from the Bakery category.,U253,Charlie,R056,Just okay,One of the best I've used.,https://example.com/images/P056.jpg,https://blinkit.com/product/P056
P057,Apple,Bakery,338.8,356.63,5,3.5,667,This is a apple from the Bakery category.,U886,Eve,R057,Great product,Could be better.,https://example.com/images/P057.jpg,https://blinkit.com/product/P057
P058,Tomato,Beverages,404.37,449.3,10,1.7,16,This is a tomato from the Beverages category.,U180,David,R058,Loved it,Highly recommend to others.,https://example.com/images/P058.jpg,https://blinkit.com/product/P058
P059,Apple,Bakery,296.3,348.59,15,1.8,807,This is a apple from the Bakery category.,U257,Charlie,R059,Not bad,Could be better.,https://example.com/images/P059.jpg,https://blinkit.com/product/P059
P060,Biscuits,Snacks,332.89,350.41,5,1.3,862,This is a biscuits from the Snacks category.,U163,Charlie,R060,Would not recommend,Absolutely amazing!,https://example.com/images/P060.jpg,https://blinkit.com/product/P060
P061,Orange Juice,Snacks,58.44,61.52,5,3.9,141,This is a orange juice from the Snacks category.,U642,Charlie,R061,Loved it,Really enjoyed this product.,https://example.com/images/P061.jpg,https://blinkit.com/product/P061
P062,Potato Chips,Snacks,89.04,104.75,15,4.2,253,This is a potato chips from the Snacks category.,U343,Hannah,R062,Would not recommend,Exceeded my expectations.,https://example.com/images/P062.jpg,https://blinkit.com/product/P062
P063,Tomato,Personal Care,67.09,89.46,25,3.9,574,This is a tomato from the Personal Care category.,U356,Ivy,R063,Terrible,Terrible experience.,https://example.com/images/P063.jpg,https://blinkit.com/product/P063
P064,Bread,Fruits & Vegetables,217.27,289.7,25,2.1,921,This is a bread from the Fruits & Vegetables category.,U779,David,R064,Not bad,Highly recommend to others.,https://example.com/images/P064.jpg,https://blinkit.com/product/P064
P065,Shampoo,Beverages,170.62,213.27,20,4.5,386,This is a shampoo from the Beverages category.,U121,Frank,R065,Fantastic,Highly recommend to others.,https://example.com/images/P065.jpg,https://blinkit.com/product/P065
P066,Coke,Bakery,250.49,313.11,20,2.9,727,This is a coke from the Bakery category.,U645,Ivy,R066,Would not recommend,Highly recommend to others.,https://example.com/images/P066.jpg,https://blinkit.com/product/P066
P067,Tomato,Beverages,392.27,490.34,20,4.4,443,This is a tomato from the Beverages category.,U247,Bob,R067,Great product,Absolutely amazing!,https://example.com/images/P067.jpg,https://blinkit.com/product/P067
P068,Biscuits,Snacks,124.59,177.99,30,1.6,224,This is a biscuits from the Snacks category.,U500,Ivy,R068,Mediocre,Exceeded my expectations.,https://example.com/images/P068.jpg,https://blinkit.com/product/P068
P069,Orange Juice,Beverages,283.27,404.67,30,3.3,553,This is a orange juice from the Beverages category.,U570,Frank,R069,Not bad,Terrible experience.,https://example.com/images/P069.jpg,https://blinkit.com/product/P069
P070,Potato Chips,Bakery,98.52,115.9,15,4.1,309,This is a potato chips from the Bakery category.,U816,Bob,R070,Fantastic,Highly recommend to others.,https://example.com/images/P070.jpg,https://blinkit.com/product/P070
P071,Milk,Bakery,64.35,75.71,15,3.9,26,This is a milk from the Bakery category.,U957,Eve,R071,Terrible,Absolutely amazing!,https://example.com/images/P071.jpg,https://blinkit.com/product/P071
P072,Bread,Beverages,69.87,77.63,10,1.3,486,This is a bread from the Beverages category.,U876,Charlie,R072,Would not recommend,Disappointed with the quality.,https://example.com/images/P072.jpg,https://blinkit.com/product/P072
P073,Bread,Bakery,85.38,100.45,15,1.8,623,This is a bread from the Bakery category.,U630,Alice,R073,Terrible,Could be better.,https://example.com/images/P073.jpg,https://blinkit.com/product/P073
P074,Bread,Dairy,303.34,404.45,25,2.1,840,This is a bread from the Dairy category.,U816,Frank,R074,Not bad,One of the best I've used.,https://example.com/images/P074.jpg,https://blinkit.com/product/P074
P075,Tomato,Snacks,166.31,221.74,25,4.5,750,This is a tomato from the Snacks category.,U427,Frank,R075,Great product,"It was okay, nothing special.",https://example.com/images/P075.jpg,https://blinkit.com/product/P075
P076,Milk,Personal Care,115.29,135.64,15,3.3,842,This is a milk from the Personal Care category.,U869,Charlie,R076,Superb,Exceeded my expectations.,https://example.com/images/P076.jpg,https://blinkit.com/product/P076
P077,Tomato,Fruits & Vegetables,157.99,185.87,15,1.4,413,This is a tomato from the Fruits & Vegetables category.,U754,David,R077,Terrible,Could be better.,https://example.com/images/P077.jpg,https://blinkit.com/product/P077
P078,Apple,Snacks,343.89,404.58,15,3.7,747,This is a apple from the Snacks category.,U873,Jack,R078,Loved it,It's fine for the price.,https://example.com/images/P078.jpg,https://blinkit.com/product/P078
P079,Bread,Dairy,61.24,81.65,25,3.2,305,This is a bread from the Dairy category.,U420,Alice,R079,Fantastic,One of the best I've used.,https://example.com/images/P079.jpg,https://blinkit.com/product/P079
P080,Tomato,Personal Care,318.67,335.44,5,4.0,976,This is a tomato from the Personal Care category.,U278,Alice,R080,Fantastic,One of the best I've used.,https://example.com/images/P080.jpg,https://blinkit.com/product/P080
P081,Milk,Beverages,117.73,168.18,30,4.6,92,This is a milk from the Beverages category.,U861,Jack,R081,Would not recommend,Could be better.,https://example.com/images/P081.jpg,https://blinkit.com/product/P081
P082,Tomato,Fruits & Vegetables,273.29,303.66,10,2.1,255,This is a tomato from the Fruits & Vegetables category.,U786,Frank,R082,Mediocre,Could be better.,https://example.com/images/P082.jpg,https://blinkit.com/product/P082
P083,Biscuits,Beverages,336.58,448.77,25,1.9,951,This is a biscuits from the Beverages category.,U109,Jack,R083,Terrible,Absolutely amazing!,https://example.com/images/P083.jpg,https://blinkit.com/product/P083
P084,Apple,Beverages,131.52,146.13,10,3.0,452,This is a apple from the Beverages category.,U957,David,R084,Superb,Terrible experience.,https://example.com/images/P084.jpg,https://blinkit.com/product/P084
P085,Butter,Beverages,169.86,199.84,15,3.9,878,This is a butter from the Beverages category.,U726,Frank,R085,Mediocre,One of the best I've used.,https://example.com/images/P085.jpg,https://blinkit.com/product/P085
P086,Shampoo,Bakery,116.95,137.59,15,4.7,357,This is a shampoo from the Bakery category.,U793,David,R086,Mediocre,One of the best I've used.,https://example.com/images/P086.jpg,https://blinkit.com/product/P086
P087,Biscuits,Bakery,165.46,183.84,10,2.4,564,This is a biscuits from the Bakery category.,U343,Bob,R087,Not bad,It's fine for the price.,https://example.com/images/P087.jpg,https://blinkit.com/product/P087
P088,Coke,Fruits & Vegetables,347.84,386.49,10,2.8,410,This is a coke from the Fruits & Vegetables category.,U243,Charlie,R088,Mediocre,One of the best I've used.,https://example.com/images/P088.jpg,https://blinkit.com/product/P088
P089,Tomato,Snacks,129.42,136.23,5,3.5,86,This is a tomato from the Snacks category.,U857,Alice,R089,Loved it,"It was okay, nothing special.",https://example.com/images/P089.jpg,https://blinkit.com/product/P089
P090,Orange Juice,Beverages,121.22,173.17,30,3.3,902,This is a orange juice from the Beverages category.,U811,Alice,R090,Fantastic,Disappointed with the quality.,https://example.com/images/P090.jpg,https://blinkit.com/product/P090
P091,Bread,Bakery,144.75,160.83,10,3.8,672,This is a bread from the Bakery category.,U374,David,R091,Would not recommend,Exceeded my expectations.,https://example.com/images/P091.jpg,https://blinkit.com/product/P091
P092,Biscuits,Personal Care,226.97,283.71,20,5.0,167,This is a biscuits from the Personal Care category.,U726,Bob,R092,Would not recommend,Terrible experience.,https://example.com/images/P092.jpg,https://blinkit.com/product/P092
P093,Potato Chips,Beverages,398.57,419.55,5,2.9,986,This is a potato chips from the Beverages category.,U599,Charlie,R093,Superb,Really enjoyed this product.,https://example.com/images/P093.jpg,https://blinkit.com/product/P093
P094,Biscuits,Personal Care,277.63,308.48,10,4.3,237,This is a biscuits from the Personal Care category.,U137,Frank,R094,Great product,Really enjoyed this product.,https://example.com/images/P094.jpg,https://blinkit.com/product/P094
P095,Apple,Bakery,70.47,82.91,15,4.3,844,This is a apple from the Bakery category.,U471,Ivy,R095,Terrible,Disappointed with the quality.,https://example.com/images/P095.jpg,https://blinkit.com/product/P095
P096,Tomato,Personal Care,318.1,334.84,5,3.0,138,This is a tomato from the Personal Care category.,U677,Alice,R096,Great product,Exceeded my expectations.,https://example.com/images/P096.jpg,https://blinkit.com/product/P096
P097,Coke,Beverages,384.47,404.71,5,4.9,928,This is a coke from the Beverages category.,U589,Jack,R097,Just okay,Disappointed with the quality.,https://example.com/images/P097.jpg,https://blinkit.com/product/P097
P098,Bread,Fruits & Vegetables,79.3,105.73,25,1.6,978,This is a bread from the Fruits & Vegetables category.,U939,Frank,R098,Great product,Could be better.,https://example.com/images/P098.jpg,https://blinkit.com/product/P098
P099,Shampoo,Fruits & Vegetables,354.75,473.0,25,2.0,366,This is a shampoo from the Fruits & Vegetables category.,U104,Eve,R099,Fantastic,One of the best I've used.,https://example.com/images/P099.jpg,https://blinkit.com/product/P099
P100,Milk,Bakery,98.21,130.95,25,2.0,608,This is a milk from the Bakery category.,U652,Hannah,R100,Excellent,Highly recommend to others.,https://example.com/images/P100.jpg,https://blinkit.com/product/P100
P101,Butter,Snacks,74.13,98.84,25,2.4,129,This is a butter from the Snacks category.,U287,Frank,R101,Excellent,Exceeded my expectations.,https://example.com/images/P101.jpg,https://blinkit.com/product/P101
P102,Butter,Fruits & Vegetables,35.54,50.77,30,1.7,567,This is a butter from the Fruits & Vegetables category.,U479,Bob,R102,Excellent,Disappointed with the quality.,https://example.com/images/P102.jpg,https://blinkit.com/product/P102
P103,Tomato,Dairy,402.7,473.76,15,2.3,344,This is a tomato from the Dairy category.,U537,Grace,R103,Excellent,Really enjoyed this product.,https://example.com/images/P103.jpg,https://blinkit.com/product/P103
P104,Coke,Fruits & Vegetables,71.05,74.79,5,1.6,202,This is a coke from the Fruits & Vegetables category.,U661,Ivy,R104,Loved it,Disappointed with the quality.,https://example.com/images/P104.jpg,https://blinkit.com/product/P104
P105,Shampoo,Snacks,269.62,385.17,30,1.5,830,This is a shampoo from the Snacks category.,U209,Grace,R105,Mediocre,It's fine for the price.,https://example.com/images/P105.jpg,https://blinkit.com/product/P105
P106,Potato Chips,Snacks,316.52,452.17,30,4.3,38,This is a potato chips from the Snacks category.,U372,David,R106,Great product,Highly recommend to others.,https://example.com/images/P106.jpg,https://blinkit.com/product/P106
P107,Biscuits,Dairy,128.06,134.8,5,1.7,588,This is a biscuits from the Dairy category.,U849,Jack,R107,Fantastic,Exceeded my expectations.,https://example.com/images/P107.jpg,https://blinkit.com/product/P107
P108,Shampoo,Dairy,289.3,385.73,25,4.2,680,This is a shampoo from the Dairy category.,U515,Charlie,R108,Great product,It's fine for the price.,https://example.com/images/P108.jpg,https://blinkit.com/product/P108
P109,Butter,Fruits & Vegetables,288.54,412.2,30,1.6,312,This is a butter from the Fruits & Vegetables category.,U585,Alice,R109,Mediocre,Could be better.,https://example.com/images/P109.jpg,https://blinkit.com/product/P109
P110,Apple,Beverages,221.03,260.03,15,1.8,76,This is a apple from the Beverages category.,U933,Eve,R110,Superb,Absolutely amazing!,https://example.com/images/P110.jpg,https://blinkit.com/product/P110
P111,Biscuits,Bakery,299.33,399.11,25,1.5,86,This is a biscuits from the Bakery category.,U598,Jack,R111,Terrible,Disappointed with the quality.,https://example.com/images/P111.jpg,https://blinkit.com/product/P111
P112,Apple,Bakery,104.12,122.49,15,2.6,505,This is a apple from the Bakery category.,U444,Eve,R112,Excellent,Really enjoyed this product.,https://example.com/images/P112.jpg,https://blinkit.com/product/P112
P113,Apple,Bakery,410.19,482.58,15,1.8,510,This is a apple from the Bakery category.,U424,Hannah,R113,Not bad,One of the best I've used.,https://example.com/images/P113.jpg,https://blinkit.com/product/P113
P114,Shampoo,Bakery,150.99,177.63,15,5.0,187,This is a shampoo from the Bakery category.,U987,Ivy,R114,Fantastic,Terrible experience.,https://example.com/images/P114.jpg,https://blinkit.com/product/P114
P115,Bread,Snacks,316.41,452.02,30,1.6,993,This is a bread from the Snacks category.,U334,Grace,R115,Great product,Exceeded my expectations.,https://example.com/images/P115.jpg,https://blinkit.com/product/P115
P116,Tomato,Bakery,221.16,245.73,10,1.1,540,This is a tomato from the Bakery category.,U451,Ivy,R116,Would not recommend,Could be better.,https://example.com/images/P116.jpg,https://blinkit.com/product/P116
P117,Biscuits,Bakery,296.33,348.62,15,3.1,790,This is a biscuits from the Bakery category.,U808,Eve,R117,Just okay,Absolutely amazing!,https://example.com/images/P117.jpg,https://blinkit.com/product/P117
P118,Coke,Snacks,306.7,438.14,30,1.5,422,This is a coke from the Snacks category.,U843,Bob,R118,Not bad,Exceeded my expectations.,https://example.com/images/P118.jpg,https://blinkit.com/product/P118
P119,Biscuits,Snacks,230.73,329.61,30,2.6,860,This is a biscuits from the Snacks category.,U575,Bob,R119,Fantastic,It's fine for the price.,https://example.com/images/P119.jpg,https://blinkit.com/product/P119
P120,Orange Juice,Snacks,329.27,387.38,15,1.6,378,This is a orange juice from the Snacks category.,U642,Ivy,R120,Terrible,Could be better.,https://example.com/images/P120.jpg,https://blinkit.com/product/P120
P121,Potato Chips,Fruits & Vegetables,443.81,493.12,10,1.2,397,This is a potato chips from the Fruits & Vegetables category.,U140,Grace,R121,Excellent,Could be better.,https://example.com/images/P121.jpg,https://blinkit.com/product/P121
P122,Coke,Fruits & Vegetables,93.8,104.22,10,3.9,589,This is a coke from the Fruits & Vegetables category.,U273,Ivy,R122,Mediocre,Terrible experience.,https://example.com/images/P122.jpg,https://blinkit.com/product/P122
P123,Coke,Snacks,250.19,312.74,20,1.1,898,This is a coke from the Snacks category.,U405,David,R123,Just okay,It's fine for the price.,https://example.com/images/P123.jpg,https://blinkit.com/product/P123
P124,Butter,Dairy,54.16,77.37,30,1.6,853,This is a butter from the Dairy category.,U842,Jack,R124,Mediocre,"It was okay, nothing special.",https://example.com/images/P124.jpg,https://blinkit.com/product/P124
P125,Coke,Bakery,404.95,426.26,5,3.6,425,This is a coke from the Bakery category.,U356,Alice,R125,Just okay,It's fine for the price.,https://example.com/images/P125.jpg,https://blinkit.com/product/P125
P126,Shampoo,Personal Care,217.51,228.96,5,4.0,138,This is a shampoo from the Personal Care category.,U671,David,R126,Terrible,Exceeded my expectations.,https://example.com/images/P126.jpg,https://blinkit.com/product/P126
P127,Coke,Dairy,422.2,444.42,5,2.3,238,This is a coke from the Dairy category.,U626,Hannah,R127,Excellent,Absolutely amazing!,https://example.com/images/P127.jpg,https://blinkit.com/product/P127
P128,Milk,Fruits & Vegetables,459.38,483.56,5,4.1,38,This is a milk from the Fruits & Vegetables category.,U516,Eve,R128,Not bad,Really enjoyed this product.,https://example.com/images/P128.jpg,https://blinkit.com/product/P128
P129,Apple,Personal Care,133.63,148.48,10,4.7,101,This is a apple from the Personal Care category.,U601,David,R129,Fantastic,It's fine for the price.,https://example.com/images/P129.jpg,https://blinkit.com/product/P129
P130,Shampoo,Fruits & Vegetables,138.53,173.16,20,1.3,427,This is a shampoo from the Fruits & Vegetables category.,U238,Charlie,R130,Terrible,It's fine for the price.,https://example.com/images/P130.jpg,https://blinkit.com/product/P130
P131,Orange Juice,Fruits & Vegetables,100.0,105.26,5,2.1,910,This is a orange juice from the Fruits & Vegetables category.,U854,David,R131,Mediocre,Really enjoyed this product.,https://example.com/images/P131.jpg,https://blinkit.com/product/P131
P132,Coke,Personal Care,308.48,411.31,25,3.4,45,This is a coke from the Personal Care category.,U394,Eve,R132,Just okay,Absolutely amazing!,https://example.com/images/P132.jpg,https://blinkit.com/product/P132
P133,Butter,Bakery,86.12,90.65,5,3.9,113,This is a butter from the Bakery category.,U641,Eve,R133,Great product,Exceeded my expectations.,https://example.com/images/P133.jpg,https://blinkit.com/product/P133
P134,Orange Juice,Fruits & Vegetables,242.24,302.8,20,4.6,219,This is a orange juice from the Fruits & Vegetables category.,U596,Eve,R134,Excellent,It's fine for the price.,https://example.com/images/P134.jpg,https://blinkit.com/product/P134
P135,Shampoo,Fruits & Vegetables,419.19,493.17,15,3.4,974,This is a shampoo from the Fruits & Vegetables category.,U223,Frank,R135,Fantastic,"It was okay, nothing special.",https://example.com/images/P135.jpg,https://blinkit.com/product/P135
P136,Milk,Fruits & Vegetables,338.69,398.46,15,4.7,71,This is a milk from the Fruits & Vegetables category.,U129,Alice,R136,Great product,"It was okay, nothing special.",https://example.com/images/P136.jpg,https://blinkit.com/product/P136
P137,Milk,Dairy,423.89,498.69,15,3.9,751,This is a milk from the Dairy category.,U230,Hannah,R137,Excellent,Terrible experience.,https://example.com/images/P137.jpg,https://blinkit.com/product/P137
